INSTRUMENT,SYMBOL,EXPIRY_DT,OPTION_TYP,CLOSE,CLOSE_prev,PRICE_CHANGE,PRICE_CHANGE_PCT,OPEN_INT,OPEN_INT_prev,CHG_IN_OI,OI_CHANGE_PCT,OI_PATTERN
FUTSTK,TATACHEM,30-Jan-2025,,978.75,976.5,2.25,0.2304147465437788,8319850,8381450,-61600,-0.7349563619660082,Short Covering
FUTSTK,CUB,30-Jan-2025,,172.69,173.02,-0.3300000000000125,-0.19072939544562045,29185000,29205000,-20000,-0.0684814244136278,Long Unwinding
FUTSTK,UNITDSPR,30-Jan-2025,,1429.25,1417.5,11.75,0.8289241622574957,13061650,12632200,429450,3.3996453507702538,Long Build-up
FUTSTK,OBEROIRLTY,30-Jan-2025,,1974.75,1956.7,18.049999999999955,0.9224715081514772,4787300,4904900,-117600,-2.3976023976023977,Short Covering
FUTSTK,ADANIENSOL,30-Jan-2025,,807.6,795.85,11.75,1.476408871018408,5268750,5124375,144375,2.8174167581412366,Long Build-up
FUTSTK,MARUTI,30-Jan-2025,,12089.05,12051.7,37.349999999998545,0.3099147838064219,2951400,2935600,15800,0.5382204660035427,Long Build-up
FUTSTK,GRANULES,30-Jan-2025,,581.3,580.4,0.8999999999999773,0.15506547208821111,13247000,13164000,83000,0.6305074445457308,Long Build-up
FUTSTK,TATASTEEL,30-Jan-2025,,130.38,128.08,2.299999999999983,1.795752654590867,211431000,215622000,-4191000,-1.943679216406489,Short Covering
FUTSTK,OFSS,30-Jan-2025,,10061.2,10223.6,-162.39999999999964,-1.5884815524864002,791550,802300,-10750,-1.3398977938427024,Long Unwinding
FUTSTK,OIL,30-Jan-2025,,476.25,472.5,3.75,0.7936507936507936,9761000,9838400,-77400,-0.7867132867132868,Short Covering
FUTSTK,COALINDIA,30-Jan-2025,,387.65,379.55,8.099999999999966,2.1341061783691124,55005300,56443800,-1438500,-2.548552719696406,Short Covering
FUTSTK,ICICIGI,30-Jan-2025,,1954.85,1914.9,39.94999999999982,2.08627082354169,5968000,6021250,-53250,-0.8843678638156528,Short Covering
FUTSTK,BPCL,30-Jan-2025,,273.75,267.95,5.800000000000011,2.164582944579217,64821600,65088000,-266400,-0.40929203539823006,Short Covering
FUTSTK,TCS,30-Jan-2025,,4136.65,4142.75,-6.100000000000364,-0.14724518737554435,11766300,11832975,-66675,-0.5634677669816762,Long Unwinding
FUTSTK,APLAPOLLO,30-Jan-2025,,1573.05,1554.55,18.5,1.1900549998391818,4141900,4361000,-219100,-5.024077046548957,Short Covering
FUTSTK,TATAELXSI,30-Jan-2025,,6208.5,6167.7,40.80000000000018,0.6615107738703274,1185700,1218300,-32600,-2.675859804645818,Short Covering
FUTSTK,CIPLA,30-Jan-2025,,1447.2,1446.15,1.0499999999999545,0.07260657608131621,11866400,11860550,5850,0.04932317641256097,Long Build-up
FUTSTK,BALKRISIND,30-Jan-2025,,2713.5,2727.55,-14.050000000000182,-0.5151142967131741,1564800,1586700,-21900,-1.380223104556627,Long Unwinding
FUTSTK,PAYTM,30-Jan-2025,,904.35,898.4,5.9500000000000455,0.6622885129118483,17173650,16943550,230100,1.358038899758315,Long Build-up
FUTSTK,GNFC,30-Jan-2025,,565.5,553.55,11.950000000000045,2.158793243609438,5848700,5800600,48100,0.8292245629762438,Long Build-up
FUTSTK,ITC,30-Jan-2025,,441.65,434.55,7.099999999999966,1.6338741226556128,38632000,38929600,-297600,-0.7644568657268506,Short Covering
FUTSTK,SJVN,30-Jan-2025,,100.33,96.64,3.6899999999999977,3.8182947019867526,21432600,21735000,-302400,-1.391304347826087,Short Covering
FUTSTK,CROMPTON,30-Jan-2025,,363.6,362.4,1.2000000000000455,0.3311258278145821,23556600,23481000,75600,0.32196243771559985,Long Build-up
FUTSTK,HAVELLS,30-Jan-2025,,1570.9,1557.9,13.0,0.834456640349188,8173500,9350500,-1177000,-12.587562162451205,Short Covering
FUTSTK,DELHIVERY,30-Jan-2025,,337.8,331.55,6.25,1.8850852058513043,9014275,9081375,-67100,-0.7388748950461796,Short Covering
FUTSTK,APOLLOTYRE,30-Jan-2025,,453.55,457.15,-3.599999999999966,-0.7874876955047504,13938300,13822700,115600,0.8363054974787849,Short Build-up
FUTSTK,HINDCOPPER,30-Jan-2025,,248.67,232.71,15.95999999999998,6.85832151605001,32194850,33074650,-879800,-2.6600432657639614,Short Covering
FUTSTK,POLYCAB,30-Jan-2025,,6783.35,6689.55,93.80000000000018,1.402186993146029,1754125,1655250,98875,5.973417912702009,Long Build-up
FUTSTK,BIOCON,30-Jan-2025,,393.75,393.35,0.39999999999997726,0.10169060633023447,26707500,26337500,370000,1.4048410061699097,Long Build-up
FUTSTK,SAIL,30-Jan-2025,,109.14,107.48,1.6599999999999966,1.5444733903982104,134484000,135948000,-1464000,-1.0768823373642864,Short Covering
FUTSTK,DIVISLAB,30-Jan-2025,,5928.3,5883.85,44.44999999999982,0.7554577360061833,3065600,3117700,-52100,-1.6711036982390866,Short Covering
FUTSTK,MARICO,30-Jan-2025,,664.65,654.95,9.699999999999932,1.481029086189775,17928000,18231600,-303600,-1.6652405713157377,Short Covering
FUTSTK,UBL,30-Jan-2025,,1953.4,1929.95,23.450000000000045,1.215057384906347,1618800,1598400,20400,1.2762762762762763,Long Build-up
FUTSTK,TATAMOTORS,30-Jan-2025,,782.35,777.4,4.9500000000000455,0.6367378440957094,92192100,92543000,-350900,-0.379175086176156,Short Covering
FUTSTK,MOTHERSON,30-Jan-2025,,151.37,149.33,2.039999999999992,1.3661019219178945,112577600,113269850,-692250,-0.6111511580530917,Short Covering
FUTSTK,ATGL,30-Jan-2025,,654.95,646.45,8.5,1.3148735401036429,4089675,4164850,-75175,-1.804986974320804,Short Covering
FUTSTK,PERSISTENT,30-Jan-2025,,5960.15,6063.7,-103.55000000000018,-1.7077032175074656,1825700,1846700,-21000,-1.1371635891048897,Long Unwinding
FUTSTK,INDIAMART,30-Jan-2025,,2290.85,2232.5,58.34999999999991,2.6136618141097383,1035300,1082400,-47100,-4.351441241685144,Short Covering
FUTSTK,IRB,30-Jan-2025,,55.06,52.76,2.3000000000000043,4.359363153904481,83342750,84911000,-1568250,-1.846933848382424,Short Covering
FUTSTK,KPITTECH,30-Jan-2025,,1316.1,1325.15,-9.050000000000182,-0.6829415537863774,1888400,1713600,174800,10.200746965452847,Short Build-up
FUTSTK,ZYDUSLIFE,30-Jan-2025,,998.1,989.2,8.899999999999977,0.8997169429842274,9287100,9396000,-108900,-1.1590038314176245,Short Covering
FUTSTK,UPL,30-Jan-2025,,553.65,547.8,5.850000000000023,1.067907995618843,27022765,26980760,42005,0.15568501406187224,Long Build-up
FUTSTK,HFCL,30-Jan-2025,,104.02,102.82,1.2000000000000028,1.1670881151526968,35561350,34922250,639100,1.8300653594771243,Long Build-up
FUTSTK,LALPATHLAB,30-Jan-2025,,2813.6,2816.2,-2.599999999999909,-0.09232298842411439,1087200,1113900,-26700,-2.396983571236197,Long Unwinding
FUTSTK,LAURUSLABS,30-Jan-2025,,569.6,559.3,10.300000000000068,1.8415876989093634,21239800,20916800,323000,1.5442132639791937,Long Build-up
FUTSTK,ABB,30-Jan-2025,,6528.45,6319.45,209.0,3.307249839780361,1789625,1862500,-72875,-3.912751677852349,Short Covering
FUTSTK,LICHSGFIN,30-Jan-2025,,563.0,566.35,-3.3500000000000227,-0.5915070186280609,22580000,22811000,-231000,-1.0126693262022708,Long Unwinding
FUTSTK,COROMANDEL,30-Jan-2025,,1879.9,1880.9,-1.0,-0.0531660375352225,3617600,3692150,-74550,-2.0191487344772017,Long Unwinding
FUTSTK,VBL,30-Jan-2025,,558.0,576.15,-18.149999999999977,-3.150221296537356,12902750,13097875,-195125,-1.489745473979558,Long Unwinding
FUTSTK,KOTAKBANK,30-Jan-2025,,1762.9,1807.6,-44.69999999999982,-2.472892232794856,36081200,36555200,-474000,-1.296669146933952,Long Unwinding
FUTSTK,KALYANKJIL,30-Jan-2025,,506.45,540.15,-33.69999999999999,-6.239007683051002,14343700,15029575,-685875,-4.563502294642396,Long Unwinding
FUTSTK,LUPIN,30-Jan-2025,,2117.6,2102.6,15.0,0.7134024541044421,7349950,7234775,115175,1.5919638136638665,Long Build-up
FUTSTK,CHOLAFIN,30-Jan-2025,,1261.85,1283.25,-21.40000000000009,-1.6676407558932471,11886875,11542500,344375,2.983539094650206,Short Build-up
FUTSTK,DEEPAKNTR,30-Jan-2025,,2361.1,2366.5,-5.400000000000091,-0.22818508345658528,1709400,1728900,-19500,-1.1278847822314766,Long Unwinding
FUTSTK,RBLBANK,30-Jan-2025,,153.91,157.33,-3.420000000000016,-2.1737748681116225,53175000,53435000,-260000,-0.4865724712267241,Long Unwinding
FUTSTK,INDHOTEL,30-Jan-2025,,816.8,812.6,4.199999999999932,0.5168594634506438,17892000,17657000,235000,1.330916916803534,Long Build-up
FUTSTK,AUROPHARMA,30-Jan-2025,,1179.4,1158.5,20.90000000000009,1.80405697022012,12696750,12569150,127600,1.0151840021003806,Long Build-up
FUTSTK,IRFC,30-Jan-2025,,142.11,138.18,3.930000000000007,2.844116369952241,56280150,56435250,-155100,-0.27482823235477827,Short Covering
FUTSTK,HINDPETRO,30-Jan-2025,,360.0,358.4,1.6000000000000227,0.44642857142857784,37903950,37735875,168075,0.4453984437885699,Long Build-up
FUTSTK,M&M,30-Jan-2025,,2927.9,2985.4,-57.5,-1.9260400616332818,16102450,16042425,60025,0.37416413042292546,Short Build-up
FUTSTK,FEDERALBNK,30-Jan-2025,,192.26,196.12,-3.8600000000000136,-1.968182745258012,87690000,86850000,840000,0.9671848013816925,Short Build-up
FUTSTK,JUBLFOOD,30-Jan-2025,,695.1,691.0,4.100000000000023,0.5933429811866893,15080000,14648750,431250,2.9439371960064853,Long Build-up
FUTSTK,BAJAJ-AUTO,30-Jan-2025,,8591.2,8594.05,-2.849999999998545,-0.03316247869163602,3409500,3398175,11325,0.3332671213224746,Short Build-up
FUTSTK,ANGELONE,30-Jan-2025,,2386.0,2398.0,-12.0,-0.5004170141784821,3250400,3271400,-21000,-0.6419270037292901,Long Unwinding
FUTSTK,TIINDIA,30-Jan-2025,,3408.2,3323.9,84.29999999999973,2.5361773819910263,574200,579450,-5250,-0.9060315816722755,Short Covering
FUTSTK,YESBANK,30-Jan-2025,,18.29,18.33,-0.03999999999999915,-0.21822149481723488,258362000,258934000,-572000,-0.22090571342504267,Long Unwinding
FUTSTK,NYKAA,30-Jan-2025,,173.16,174.8,-1.6400000000000148,-0.9382151029748367,34739200,35152200,-413000,-1.1748909029875798,Long Unwinding
FUTSTK,BOSCHLTD,30-Jan-2025,,31485.9,31459.2,26.700000000000728,0.08487183399450948,281175,280875,300,0.1068090787716956,Long Build-up
FUTSTK,BSE,30-Jan-2025,,6020.95,5982.0,38.94999999999982,0.6511200267469044,2573250,2516875,56375,2.2398808045691583,Long Build-up
FUTSTK,CDSL,30-Jan-2025,,1601.9,1608.95,-7.0499999999999545,-0.43817396438670897,5716550,5602100,114450,2.0429838810446084,Short Build-up
FUTSTK,SYNGENE,30-Jan-2025,,821.9,818.25,3.6499999999999773,0.4460739382829181,5780000,5745000,35000,0.6092254134029591,Long Build-up
FUTSTK,IDEA,30-Jan-2025,,9.14,8.96,0.17999999999999972,2.008928571428568,3208600000,3207200000,1400000,0.0436517834871539,Long Build-up
FUTSTK,POONAWALLA,30-Jan-2025,,313.95,311.4,2.5500000000000114,0.8188824662813139,11502850,11656550,-153700,-1.3185719616867768,Short Covering
FUTSTK,JINDALSTEL,30-Jan-2025,,927.9,920.85,7.0499999999999545,0.7655970027691756,17482500,17251250,231250,1.3404825737265416,Long Build-up
FUTSTK,ABFRL,30-Jan-2025,,275.2,276.75,-1.5500000000000114,-0.5600722673893447,58435000,59142200,-707200,-1.1957620785158483,Long Unwinding
FUTSTK,GMRAIRPORT,30-Jan-2025,,76.32,74.79,1.529999999999987,2.0457280385078045,248473125,250093125,-1620000,-0.6477587098805695,Short Covering
FUTSTK,ZOMATO,30-Jan-2025,,249.45,243.15,6.299999999999983,2.5909932140653846,127350000,127778000,-428000,-0.33495593920706224,Short Covering
FUTSTK,PEL,30-Jan-2025,,1034.25,1028.55,5.7000000000000455,0.5541782120460887,8644500,8614500,30000,0.34825004353125544,Long Build-up
FUTSTK,SBILIFE,30-Jan-2025,,1541.2,1515.35,25.850000000000136,1.7058765301745562,9557250,9293250,264000,2.8407715277217336,Long Build-up
FUTSTK,LTTS,30-Jan-2025,,5384.7,5233.95,150.75,2.880233857793827,716000,658100,57900,8.798055006837867,Long Build-up
FUTSTK,PFC,30-Jan-2025,,435.0,435.95,-0.9499999999999886,-0.21791489849753154,56043000,56343300,-300300,-0.532982626150758,Long Unwinding
FUTSTK,POLICYBZR,30-Jan-2025,,1727.0,1817.6,-90.59999999999991,-4.984595070422531,2751450,2504775,246675,9.848189957181782,Short Build-up
FUTSTK,ASHOKLEY,30-Jan-2025,,207.17,207.83,-0.660000000000025,-0.31756724245779,54475000,54307500,167500,0.3084288542098237,Short Build-up
FUTSTK,NAVINFLUOR,30-Jan-2025,,3763.4,3776.65,-13.25,-0.3508400301854819,1661800,1690675,-28875,-1.7078977331539176,Long Unwinding
FUTSTK,COLPAL,30-Jan-2025,,2679.65,2646.5,33.15000000000009,1.252597770640472,4676875,4622625,54250,1.1735756199129281,Long Build-up
FUTSTK,PIDILITIND,30-Jan-2025,,2821.3,2791.2,30.100000000000364,1.0783892232731573,3557500,3459250,98250,2.8402110284021105,Long Build-up
FUTSTK,CHAMBLFERT,30-Jan-2025,,502.45,496.8,5.649999999999977,1.1372785829307521,7850800,8059800,-209000,-2.593116454502593,Short Covering
FUTSTK,VEDL,30-Jan-2025,,455.1,451.8,3.3000000000000114,0.7304116865869879,101071200,101695650,-624450,-0.6140380635749907,Short Covering
FUTSTK,POWERGRID,30-Jan-2025,,303.3,298.55,4.75,1.5910232791827164,71004600,71382600,-378000,-0.5295408124669037,Short Covering
FUTSTK,ADANIENT,30-Jan-2025,,2407.8,2437.95,-30.149999999999636,-1.2366947640435464,16749900,16850400,-100500,-0.5964250106822391,Long Unwinding
FUTSTK,GODREJPROP,30-Jan-2025,,2408.0,2367.45,40.55000000000018,1.712813364590601,4753125,4828275,-75150,-1.5564564984388833,Short Covering
FUTSTK,CONCOR,30-Jan-2025,,775.05,776.55,-1.5,-0.19316206297083255,14681000,14630000,51000,0.3485987696514012,Short Build-up
FUTSTK,BSOFT,30-Jan-2025,,532.85,534.25,-1.3999999999999773,-0.26204960224613516,10762000,10743000,19000,0.17685935027459743,Short Build-up
FUTSTK,DABUR,30-Jan-2025,,527.65,523.4,4.25,0.811998471532289,19285000,19338750,-53750,-0.27793937043500744,Short Covering
FUTSTK,BHARATFORG,30-Jan-2025,,1207.8,1206.55,1.25,0.10360117690936971,12431000,12171500,259500,2.1320297416094975,Long Build-up
FUTSTK,HINDALCO,30-Jan-2025,,617.2,603.6,13.600000000000023,2.25314777998675,48102600,49400400,-1297800,-2.6271042339738138,Short Covering
FUTSTK,INDUSINDBK,30-Jan-2025,,972.65,976.2,-3.550000000000068,-0.3636549887318242,51281000,50999500,281500,0.5519661957470171,Short Build-up
FUTSTK,MFSL,30-Jan-2025,,1090.35,1065.3,25.049999999999955,2.3514502956913503,4084000,4161600,-77600,-1.8646674356016917,Short Covering
FUTSTK,SHRIRAMFIN,30-Jan-2025,,527.7,547.6,-19.899999999999977,-3.6340394448502513,34158750,33092250,1066500,3.222808965845477,Short Build-up
FUTSTK,ABCAPITAL,30-Jan-2025,,177.78,178.49,-0.710000000000008,-0.3977813883130752,64632600,64721700,-89100,-0.13766634683575987,Long Unwinding
FUTSTK,LTF,30-Jan-2025,,137.25,137.53,-0.28000000000000114,-0.2035919435759479,81659062,81949092,-290030,-0.3539148426440161,Long Unwinding
FUTSTK,PIIND,30-Jan-2025,,3559.85,3494.2,65.65000000000009,1.8788277717360222,1863250,1945625,-82375,-4.233858014776742,Short Covering
FUTSTK,BEL,30-Jan-2025,,282.4,276.3,6.099999999999966,2.207745204487863,93708000,92169000,1539000,1.6697588126159555,Long Build-up
FUTSTK,TITAN,30-Jan-2025,,3367.25,3324.55,42.69999999999982,1.2843843527695422,8417500,8442000,-24500,-0.29021558872305137,Short Covering
FUTSTK,SONACOMS,30-Jan-2025,,575.35,580.3,-4.949999999999932,-0.8530070653110342,6663450,6158150,505300,8.205386357915932,Short Build-up
FUTSTK,ALKEM,30-Jan-2025,,5264.5,5178.65,85.85000000000036,1.657767951106956,1079700,1053400,26300,2.4966774254793997,Long Build-up
FUTSTK,HDFCLIFE,30-Jan-2025,,643.85,643.75,0.10000000000002274,0.015533980582527803,27078700,27688100,-609400,-2.200945532557308,Short Covering
FUTSTK,MANAPPURAM,30-Jan-2025,,193.78,183.83,9.949999999999989,5.412609476146433,49008000,51123000,-2115000,-4.137081157209084,Short Covering
FUTSTK,MGL,30-Jan-2025,,1322.05,1296.5,25.549999999999955,1.9706903200925534,6273200,6314400,-41200,-0.6524768782465475,Short Covering
FUTSTK,EXIDEIND,30-Jan-2025,,390.95,388.8,2.1499999999999773,0.5529835390946443,29487600,29377800,109800,0.373751608357331,Long Build-up
FUTSTK,IPCALAB,30-Jan-2025,,1545.35,1547.1,-1.75,-0.11311486006075884,2635100,2661750,-26650,-1.0012210012210012,Long Unwinding
FUTSTK,LTIM,30-Jan-2025,,5912.05,5967.9,-55.849999999999454,-0.935840077749283,2397300,2494950,-97650,-3.913906090302411,Long Unwinding
FUTSTK,INDUSTOWER,30-Jan-2025,,363.55,355.8,7.75,2.1781899943788643,85290700,84777300,513400,0.605586636988911,Long Build-up
FUTSTK,HINDUNILVR,30-Jan-2025,,2362.1,2354.05,8.049999999999727,0.3419638495358946,13713000,13633200,79800,0.5853357979051139,Long Build-up
FUTSTK,ABBOTINDIA,30-Jan-2025,,27926.7,27320.35,606.3500000000022,2.2194078772783006,77140,81020,-3880,-4.788941002221674,Short Covering
FUTSTK,CANFINHOME,30-Jan-2025,,691.8,688.25,3.5499999999999545,0.5158009444242578,7194525,7102875,91650,1.2903225806451613,Long Build-up
FUTSTK,PETRONET,30-Jan-2025,,324.75,329.75,-5.0,-1.5163002274450341,32121000,32190000,-69000,-0.21435228331780054,Long Unwinding
FUTSTK,TORNTPHARM,30-Jan-2025,,3184.5,3191.45,-6.949999999999818,-0.21776935248867502,2179250,2079000,100250,4.822029822029822,Short Build-up
FUTSTK,JIOFIN,30-Jan-2025,,279.6,277.8,1.8000000000000114,0.6479481641468723,52430400,51846300,584100,1.1265991980141303,Long Build-up
FUTSTK,ADANIGREEN,30-Jan-2025,,1079.1,1071.05,8.049999999999955,0.7515988982773871,8535375,8776125,-240750,-2.743238046404307,Short Covering
FUTSTK,DIXON,30-Jan-2025,,17222.8,17003.65,219.14999999999782,1.288840925330725,1236150,1189150,47000,3.9524029769162845,Long Build-up
FUTSTK,IDFCFIRSTB,30-Jan-2025,,62.78,62.88,-0.10000000000000142,-0.15903307888040938,444517500,438660000,5857500,1.3353166461496375,Short Build-up
FUTSTK,LODHA,30-Jan-2025,,1179.8,1132.5,47.299999999999955,4.1766004415011,4671000,4510350,160650,3.5618078419634838,Long Build-up
FUTSTK,AUBANK,30-Jan-2025,,592.3,597.0,-4.7000000000000455,-0.7872696817420511,34034000,33491000,543000,1.6213311038786542,Short Build-up
FUTSTK,RELIANCE,30-Jan-2025,,1303.15,1269.95,33.200000000000045,2.614276152604437,152931000,159133500,-6202500,-3.897670823553809,Short Covering
FUTSTK,NCC,30-Jan-2025,,251.65,247.3,4.349999999999994,1.7589971694298399,4741025,4794275,-53250,-1.1106997408367272,Short Covering
FUTSTK,NESTLEIND,30-Jan-2025,,2212.65,2175.15,37.5,1.7240190331701262,9573400,9812800,-239400,-2.4396706342736016,Short Covering
FUTSTK,AARTIIND,30-Jan-2025,,443.2,439.55,3.6499999999999773,0.8303947218746394,15316000,15822000,-506000,-3.198078624699785,Short Covering
FUTSTK,NHPC,30-Jan-2025,,79.64,78.1,1.5400000000000063,1.971830985915501,56294400,56236800,57600,0.10242403550699897,Long Build-up
FUTSTK,DALBHARAT,30-Jan-2025,,1725.85,1736.0,-10.150000000000091,-0.584677419354844,2375725,2519000,-143275,-5.687772925764192,Long Unwinding
FUTSTK,ESCORTS,30-Jan-2025,,3599.95,3553.0,46.94999999999982,1.3214185195609292,1108800,1099050,9750,0.8871297939129249,Long Build-up
FUTSTK,NAUKRI,30-Jan-2025,,7750.35,7636.1,114.25,1.4961826063042651,1713750,1820100,-106350,-5.843085544750289,Short Covering
FUTSTK,BHEL,30-Jan-2025,,213.96,210.64,3.3200000000000216,1.5761488796050236,82711125,84496125,-1785000,-2.1125229115536364,Short Covering
FUTSTK,BHARTIARTL,30-Jan-2025,,1628.8,1633.15,-4.350000000000136,-0.26635642776230817,42905325,43805925,-900600,-2.055886275657916,Long Unwinding
FUTSTK,JSWSTEEL,30-Jan-2025,,910.35,909.4,0.9500000000000455,0.10446448207609912,31723650,31646025,77625,0.24529147025574302,Long Build-up
FUTSTK,UNIONBANK,30-Jan-2025,,109.04,109.79,-0.75,-0.6831223244375626,41103825,41754300,-650475,-1.5578635014836795,Long Unwinding
FUTSTK,TRENT,30-Jan-2025,,6237.1,6218.7,18.400000000000546,0.29588177593388565,3636500,3656500,-20000,-0.5469711472719814,Short Covering
FUTSTK,BRITANNIA,30-Jan-2025,,4870.2,4828.5,41.69999999999982,0.8636222429325839,2997800,2925800,72000,2.460865404333857,Long Build-up
FUTSTK,SBICARD,30-Jan-2025,,741.3,757.55,-16.25,-2.1450729324797044,21935200,22145600,-210400,-0.9500758615706958,Long Unwinding
FUTSTK,IOC,30-Jan-2025,,128.52,127.57,0.950000000000017,0.7446891902485044,138571875,133765125,4806750,3.593425416378148,Long Build-up
FUTSTK,PNB,30-Jan-2025,,100.48,100.67,-0.18999999999999773,-0.18873547233535087,312384000,313256000,-872000,-0.27836657558035605,Long Unwinding
FUTSTK,RAMCOCEM,30-Jan-2025,,886.25,891.0,-4.75,-0.5331088664421998,5361800,5366900,-5100,-0.09502692429521697,Long Unwinding
FUTSTK,METROPOLIS,30-Jan-2025,,1890.85,1888.6,2.25,0.11913586783861062,1375200,1355200,20000,1.475796930342385,Long Build-up
FUTSTK,ASIANPAINT,30-Jan-2025,,2269.0,2224.65,44.34999999999991,1.993572022565343,13557800,13486400,71400,0.5294222327678254,Long Build-up
FUTSTK,HAL,30-Jan-2025,,4118.15,3932.7,185.44999999999982,4.715589798357358,8980500,9260250,-279750,-3.020976755487163,Short Covering
FUTSTK,WIPRO,30-Jan-2025,,280.45,287.4,-6.949999999999989,-2.4182324286708385,59136000,57738000,1398000,2.4212823443832487,Short Build-up
FUTSTK,ICICIPRULI,30-Jan-2025,,648.35,652.15,-3.7999999999999545,-0.5826880318944958,12408750,12206250,202500,1.6589861751152075,Short Build-up
FUTSTK,BANKBARODA,30-Jan-2025,,228.58,229.15,-0.5699999999999932,-0.24874536329914607,153746775,153340200,406575,0.2651457347779643,Short Build-up
FUTSTK,VOLTAS,30-Jan-2025,,1601.1,1589.55,11.549999999999955,0.7266207417193516,7002000,7359900,-357900,-4.862837810296336,Short Covering
FUTSTK,BANKINDIA,30-Jan-2025,,100.63,100.1,0.5300000000000011,0.5294705294705306,28810075,27391525,1418550,5.178791615289765,Long Build-up
FUTSTK,SBIN,30-Jan-2025,,765.9,767.8,-1.8999999999999773,-0.2474602761135683,111914250,112302000,-387750,-0.34527434952182506,Long Unwinding
FUTSTK,HUDCO,30-Jan-2025,,233.17,223.89,9.280000000000001,4.144892581178258,19918950,19329675,589275,3.04855099736545,Long Build-up
FUTSTK,BERGEPAINT,30-Jan-2025,,470.45,466.65,3.8000000000000114,0.8143147969570367,10430640,10206240,224400,2.198654940506984,Long Build-up
FUTSTK,NTPC,30-Jan-2025,,326.35,325.5,0.8500000000000227,0.26113671274962297,131037000,131503500,-466500,-0.35474340987122016,Short Covering
FUTSTK,IGL,30-Jan-2025,,405.05,396.7,8.350000000000023,2.104865137383419,21968375,22717750,-749375,-3.298632126861155,Short Covering
FUTSTK,INDIANB,30-Jan-2025,,522.2,525.75,-3.5499999999999545,-0.6752258678078848,3667950,3699300,-31350,-0.847457627118644,Long Unwinding
FUTSTK,GLENMARK,30-Jan-2025,,1472.5,1466.35,6.150000000000091,0.4194087359770922,2381275,2345200,36075,1.538248337028825,Long Build-up
FUTSTK,HEROMOTOCO,30-Jan-2025,,4103.7,4084.15,19.549999999999727,0.47867977424922503,6642450,6651150,-8700,-0.13080444735120994,Short Covering
FUTSTK,LT,30-Jan-2025,,3571.15,3521.1,50.05000000000018,1.421430802874107,14797350,15265650,-468300,-3.0676715370783425,Short Covering
FUTSTK,CESC,30-Jan-2025,,153.09,151.42,1.670000000000016,1.1028926165632122,18971550,17394975,1576575,9.063393307550026,Long Build-up
FUTSTK,MCX,30-Jan-2025,,6047.95,6124.8,-76.85000000000036,-1.2547348484848544,1755000,1809700,-54700,-3.0226004310106647,Long Unwinding
FUTSTK,INDIGO,30-Jan-2025,,4100.9,4113.15,-12.25,-0.29782526773883766,7202550,7164150,38400,0.5360021775088462,Short Build-up
FUTSTK,HDFCBANK,30-Jan-2025,,1639.6,1657.75,-18.15000000000009,-1.0948574875584431,124600850,125850450,-1249600,-0.992924538609119,Long Unwinding
FUTSTK,SIEMENS,30-Jan-2025,,6174.5,6019.4,155.10000000000036,2.5766687709738574,2174100,2250525,-76425,-3.3958742959976007,Short Covering
