INSTRUMENT,SYMBOL,EXPIRY_DT,OPTION_TYP,CLOSE,CLOSE_prev,PRICE_CHANGE,PRICE_CHANGE_PCT,OPEN_INT,OPEN_INT_prev,CHG_IN_OI,OI_CHANGE_PCT,OI_PATTERN
FUTSTK,CAMS,30-Jan-2025,,5089.25,5198.25,-109.0,-2.0968595200307796,563375,482375,81000,16.791915003887016,Short Build-up
FUTSTK,ICICIGI,30-Jan-2025,,1843.2,1846.65,-3.4500000000000455,-0.1868247908374649,6422000,6455500,-33500,-0.5189373402524978,Long Unwinding
FUTSTK,M&MFIN,30-Jan-2025,,273.8,274.45,-0.6499999999999773,-0.23683731098559932,31002000,31038000,-36000,-0.11598685482312006,Long Unwinding
FUTSTK,HCLTECH,30-Jan-2025,,1945.5,1964.1,-18.59999999999991,-0.9469986253245716,12391050,12666500,-275450,-2.1746338767615363,Long Unwinding
FUTSTK,DEEPAKNTR,30-Jan-2025,,2467.4,2528.0,-60.59999999999991,-2.397151898734174,1794600,1658700,135900,8.193163320672816,Short Build-up
FUTSTK,ITC,30-Jan-2025,,480.75,488.65,-7.899999999999977,-1.6166990688631901,37942400,56716800,-18774400,-33.10200857594223,Long Unwinding
FUTSTK,TVSMOTOR,30-Jan-2025,,2496.55,2518.45,-21.899999999999636,-0.8695824812880795,8906800,8961750,-54950,-0.613161491896114,Long Unwinding
FUTSTK,JKCEMENT,30-Jan-2025,,4743.0,4764.35,-21.350000000000364,-0.4481198904362686,877875,888125,-10250,-1.1541168191414497,Long Unwinding
FUTSTK,BIOCON,30-Jan-2025,,371.3,374.6,-3.3000000000000114,-0.8809396689802487,29085000,29550000,-465000,-1.5736040609137056,Long Unwinding
FUTSTK,HUDCO,30-Jan-2025,,247.69,243.85,3.8400000000000034,1.574738568792292,17212650,14765825,2446825,16.5708654951552,Long Build-up
FUTSTK,SIEMENS,30-Jan-2025,,6621.15,6732.2,-111.05000000000018,-1.6495350702593534,2030700,2042925,-12225,-0.5984066962810676,Long Unwinding
FUTSTK,SHREECEM,30-Jan-2025,,26152.0,26748.8,-596.7999999999993,-2.231128125373846,359850,360150,-300,-0.08329862557267806,Long Unwinding
FUTSTK,SBICARD,30-Jan-2025,,727.5,705.35,22.149999999999977,3.140284964911034,20656000,20145600,510400,2.533555714399174,Long Build-up
FUTSTK,ATUL,30-Jan-2025,,6904.15,7014.55,-110.40000000000055,-1.573871452908605,631100,646300,-15200,-2.351848986538759,Long Unwinding
FUTSTK,ALKEM,30-Jan-2025,,5522.55,5611.45,-88.89999999999964,-1.584260752568403,1053000,1051600,1400,0.13313046785850133,Short Build-up
FUTSTK,ADANIPORTS,30-Jan-2025,,1204.25,1234.4,-30.15000000000009,-2.4424821775761574,27904400,28269200,-364800,-1.2904503841636834,Long Unwinding
FUTSTK,HEROMOTOCO,30-Jan-2025,,4261.7,4328.1,-66.40000000000055,-1.5341604861255642,7130400,7089600,40800,0.5754908598510494,Short Build-up
FUTSTK,EXIDEIND,30-Jan-2025,,426.15,430.7,-4.550000000000011,-1.0564197817506413,33112800,32929200,183600,0.5575598556903902,Short Build-up
FUTSTK,CYIENT,30-Jan-2025,,1772.4,1809.15,-36.75,-2.031340684852002,910800,957000,-46200,-4.827586206896552,Long Unwinding
FUTSTK,INDIGO,30-Jan-2025,,4490.6,4568.3,-77.69999999999982,-1.7008515202591734,7542450,7515300,27150,0.3612630234321983,Short Build-up
FUTSTK,IRFC,30-Jan-2025,,152.94,151.76,1.1800000000000068,0.777543489720616,48024600,47037600,987000,2.0983213429256597,Long Build-up
FUTSTK,JUBLFOOD,30-Jan-2025,,758.1,756.3,1.8000000000000682,0.2380007933359868,16856250,16987500,-131250,-0.772626931567329,Short Covering
FUTSTK,KEI,30-Jan-2025,,4386.95,4506.55,-119.60000000000036,-2.6539148572633247,441900,404400,37500,9.27299703264095,Short Build-up
FUTSTK,IRCTC,30-Jan-2025,,798.75,799.7,-0.9500000000000455,-0.118794547955489,15528625,15476125,52500,0.33923220444394186,Short Build-up
FUTSTK,CGPOWER,30-Jan-2025,,740.35,750.55,-10.199999999999932,-1.3590033975084848,4628400,4519650,108750,2.4061597690086622,Short Build-up
FUTSTK,ACC,30-Jan-2025,,2061.2,2083.65,-22.450000000000273,-1.0774362296930997,4310100,4237500,72600,1.7132743362831857,Short Build-up
FUTSTK,COLPAL,30-Jan-2025,,2828.4,2789.6,38.80000000000018,1.3908804129624384,4959675,5066250,-106575,-2.1036269430051813,Short Covering
FUTSTK,LT,30-Jan-2025,,3680.65,3729.65,-49.0,-1.3137962007158848,14967900,15033450,-65550,-0.436027658321942,Long Unwinding
FUTSTK,AXISBANK,30-Jan-2025,,1089.4,1090.85,-1.449999999999818,-0.1329238667094301,75605000,76986250,-1381250,-1.7941515530370684,Long Unwinding
FUTSTK,APOLLOTYRE,30-Jan-2025,,512.45,527.05,-14.599999999999909,-2.7701356607532324,13807400,13421500,385900,2.8752374920835972,Short Build-up
FUTSTK,AMBUJACEM,30-Jan-2025,,551.05,553.55,-2.5,-0.4516303856923494,36911700,36706500,205200,0.5590290547995587,Short Build-up
FUTSTK,MRF,30-Jan-2025,,127026.3,130087.65,-3061.3499999999913,-2.3532979494978896,62650,60205,2445,4.061124491321319,Short Build-up
FUTSTK,IOC,30-Jan-2025,,138.97,138.89,0.0800000000000125,0.057599539203695385,131225250,131171625,53625,0.04088155498569145,Long Build-up
FUTSTK,BERGEPAINT,30-Jan-2025,,459.3,460.55,-1.25,-0.2714146129627619,8888880,9067080,-178200,-1.9653515795603438,Long Unwinding
FUTSTK,MUTHOOTFIN,30-Jan-2025,,2251.9,2264.6,-12.699999999999818,-0.5608054402543415,3333550,3482600,-149050,-4.279848389134554,Long Unwinding
FUTSTK,BALKRISIND,30-Jan-2025,,2826.3,2911.3,-85.0,-2.9196578847937347,1824900,1782600,42300,2.3729384045775834,Short Build-up
FUTSTK,ULTRACEMCO,30-Jan-2025,,11817.6,11849.15,-31.549999999999272,-0.2662638248313109,2461650,2475700,-14050,-0.5675162580280325,Long Unwinding
FUTSTK,RBLBANK,30-Jan-2025,,159.44,158.0,1.4399999999999977,0.9113924050632898,65197500,66927500,-1730000,-2.5848866310559933,Short Covering
FUTSTK,ABBOTINDIA,30-Jan-2025,,29656.25,30137.7,-481.4500000000007,-1.5975008046400379,79360,80100,-740,-0.9238451935081148,Long Unwinding
FUTSTK,BANDHANBNK,30-Jan-2025,,158.17,161.97,-3.8000000000000114,-2.3461134778045385,97252400,95144000,2108400,2.2160094173042966,Short Build-up
FUTSTK,BOSCHLTD,30-Jan-2025,,34448.95,34679.65,-230.70000000000437,-0.665231627193482,246850,245150,1700,0.6934529879665511,Short Build-up
FUTSTK,SUPREMEIND,30-Jan-2025,,4622.2,4733.1,-110.90000000000055,-2.3430732500898044,630750,497250,133500,26.84766214177979,Short Build-up
FUTSTK,JSL,30-Jan-2025,,681.0,688.75,-7.75,-1.1252268602540834,2393200,2201000,192200,8.732394366197182,Short Build-up
FUTSTK,INDHOTEL,30-Jan-2025,,877.35,885.7,-8.350000000000023,-0.9427571412442162,16682000,16085000,597000,3.7115324836804477,Short Build-up
FUTSTK,UNIONBANK,30-Jan-2025,,124.6,122.04,2.559999999999988,2.097672894133061,27386325,26257950,1128375,4.29726996966633,Long Build-up
FUTSTK,ASTRAL,30-Jan-2025,,1625.45,1657.4,-31.950000000000045,-1.9277181127066514,4798525,4624934,173591,3.7533724805586415,Short Build-up
FUTSTK,LUPIN,30-Jan-2025,,2381.7,2408.75,-27.050000000000182,-1.1229891022314553,6969150,7008250,-39100,-0.5579138872043663,Long Unwinding
FUTSTK,SRF,30-Jan-2025,,2298.75,2237.5,61.25,2.7374301675977653,5898750,5850000,48750,0.8333333333333334,Long Build-up
FUTSTK,MAXHEALTH,30-Jan-2025,,1180.05,1163.35,16.700000000000045,1.435509519920922,4427850,4081350,346500,8.489837921276049,Long Build-up
FUTSTK,JSWSTEEL,30-Jan-2025,,918.8,918.0,0.7999999999999545,0.08714596949890571,30854925,30235275,619650,2.049427365883062,Long Build-up
FUTSTK,ICICIBANK,30-Jan-2025,,1272.45,1297.3,-24.84999999999991,-1.9155168426732376,81466000,79786700,1679300,2.1047367543713427,Short Build-up
FUTSTK,HDFCAMC,30-Jan-2025,,4236.6,4297.85,-61.25,-1.4251311702362808,2973450,3000150,-26700,-0.8899555022248886,Long Unwinding
FUTSTK,GODREJCP,30-Jan-2025,,1122.6,1100.9,21.699999999999818,1.9711145426469086,12963500,12590000,373500,2.966640190627482,Long Build-up
FUTIDX,NIFTYNXT50,30-Jan-2025,,69402.7,69447.6,-44.90000000000873,-0.0646530621648678,12400,12860,-460,-3.576982892690513,Long Unwinding
FUTSTK,BHEL,30-Jan-2025,,231.45,234.32,-2.8700000000000045,-1.2248207579378647,88979625,87142125,1837500,2.108624273277706,Short Build-up
FUTSTK,GRASIM,30-Jan-2025,,2523.75,2557.6,-33.84999999999991,-1.3235064122614917,11274500,11267750,6750,0.05990548246100597,Short Build-up
FUTSTK,JSWENERGY,30-Jan-2025,,635.95,645.45,-9.5,-1.4718413509954293,8492250,8305500,186750,2.248510023478418,Short Build-up
FUTSTK,PRESTIGE,30-Jan-2025,,1660.4,1666.2,-5.7999999999999545,-0.3480974672908387,2434900,2429700,5200,0.2140181915462814,Short Build-up
FUTSTK,CUMMINSIND,30-Jan-2025,,3233.3,3282.15,-48.84999999999991,-1.4883536706122482,3841350,3714300,127050,3.4205637670624345,Short Build-up
FUTIDX,BANKNIFTY,30-Jan-2025,,51259.2,51860.2,-601.0,-1.1588848481108829,2376705,2259795,116910,5.173478125228173,Short Build-up
FUTIDX,NIFTY,30-Jan-2025,,24092.4,24282.65,-190.25,-0.7834812098350056,12608625,12424650,183975,1.4807258152141107,Short Build-up
