INSTRUMENT,SYMBOL,EXPIRY_DT,OPTION_TYP,CLOSE,OPEN_INT,CHG_IN_OI
FUTSTK,INDIANB,30-Jan-2025,,527.35,4602750,-145350
FUTSTK,NAUKRI,30-Jan-2025,,9082.05,1437525,152700
FUTSTK,DRREDDY,30-Jan-2025,,1360.1,12238750,214375
FUTSTK,SUNPHARMA,30-Jan-2025,,1860.8,16026850,-30800
FUTSTK,LTIM,30-Jan-2025,,5746.45,2569500,19650
FUTSTK,CHOLAFIN,30-Jan-2025,,1325.65,12550000,536875
FUTSTK,INDUSTOWER,30-Jan-2025,,346.1,90936400,25500
FUTSTK,CESC,30-Jan-2025,,186.91,10105875,684450
FUTSTK,DELHIVERY,30-Jan-2025,,336.75,8257875,379725
FUTSTK,HDFCBANK,30-Jan-2025,,1759.4,118482100,2955150
FUTSTK,TATACOMM,30-Jan-2025,,1745.1,5885000,-53750
FUTSTK,BAJAJ-AUTO,30-Jan-2025,,8993.95,3448650,76125
FUTSTK,TIINDIA,30-Jan-2025,,3630.75,555900,44250
FUTSTK,INDUSINDBK,30-Jan-2025,,1000.85,55300000,278500
FUTSTK,LTF,30-Jan-2025,,139.24,84974328,1311828
FUTSTK,CDSL,30-Jan-2025,,1810.35,4869550,22400
FUTSTK,PNB,30-Jan-2025,,106.76,340856000,-3816000
FUTSTK,SUNTV,30-Jan-2025,,686.25,4302000,-12000
FUTSTK,MARUTI,30-Jan-2025,,11968.55,3294400,11000
FUTSTK,TATASTEEL,30-Jan-2025,,139.15,229124500,3256000
FUTSTK,NHPC,30-Jan-2025,,83.39,43526400,4140800
FUTSTK,OIL,30-Jan-2025,,482.0,8587100,577275
FUTSTK,TATAPOWER,30-Jan-2025,,399.05,88530300,1838700
FUTSTK,ICICIPRULI,30-Jan-2025,,677.4,11512500,777750
FUTSTK,HINDUNILVR,30-Jan-2025,,2414.1,14112600,-96600
FUTSTK,MCX,30-Jan-2025,,6178.9,1379200,-8900
FUTSTK,FEDERALBNK,30-Jan-2025,,206.37,81125000,2150000
FUTSTK,TORNTPHARM,30-Jan-2025,,3423.5,1875500,43750
FUTSTK,ABCAPITAL,30-Jan-2025,,185.69,58908600,-847800
FUTSTK,BAJFINANCE,30-Jan-2025,,7424.8,9898750,-303750
FUTSTK,DMART,30-Jan-2025,,4045.55,3008850,116700
FUTSTK,SONACOMS,30-Jan-2025,,592.35,4384175,384400
FUTSTK,COALINDIA,30-Jan-2025,,395.95,55340250,258300
FUTSTK,CAMS,30-Jan-2025,,5089.25,563375,81000
FUTSTK,ICICIGI,30-Jan-2025,,1843.2,6422000,-33500
FUTSTK,M&MFIN,30-Jan-2025,,273.8,31002000,-36000
FUTSTK,HCLTECH,30-Jan-2025,,1945.5,12391050,-275450
FUTSTK,DEEPAKNTR,30-Jan-2025,,2467.4,1794600,135900
FUTSTK,ITC,30-Jan-2025,,480.75,37942400,-18774400
FUTSTK,TVSMOTOR,30-Jan-2025,,2496.55,8906800,-54950
FUTSTK,JKCEMENT,30-Jan-2025,,4743.0,877875,-10250
FUTSTK,BIOCON,30-Jan-2025,,371.3,29085000,-465000
FUTSTK,HUDCO,30-Jan-2025,,247.69,17212650,2446825
FUTSTK,SIEMENS,30-Jan-2025,,6621.15,2030700,-12225
FUTSTK,SHREECEM,30-Jan-2025,,26152.0,359850,-300
FUTSTK,SBICARD,30-Jan-2025,,727.5,20656000,510400
FUTSTK,ATUL,30-Jan-2025,,6904.15,631100,-15200
FUTSTK,ALKEM,30-Jan-2025,,5522.55,1053000,1400
FUTSTK,ADANIPORTS,30-Jan-2025,,1204.25,27904400,-364800
FUTSTK,HEROMOTOCO,30-Jan-2025,,4261.7,7130400,40800
FUTSTK,EXIDEIND,30-Jan-2025,,426.15,33112800,183600
FUTSTK,CYIENT,30-Jan-2025,,1772.4,910800,-46200
FUTSTK,INDIGO,30-Jan-2025,,4490.6,7542450,27150
FUTSTK,IRFC,30-Jan-2025,,152.94,48024600,987000
FUTSTK,JUBLFOOD,30-Jan-2025,,758.1,16856250,-131250
FUTSTK,KEI,30-Jan-2025,,4386.95,441900,37500
FUTSTK,IRCTC,30-Jan-2025,,798.75,15528625,52500
FUTSTK,CGPOWER,30-Jan-2025,,740.35,4628400,108750
FUTSTK,ACC,30-Jan-2025,,2061.2,4310100,72600
FUTSTK,COLPAL,30-Jan-2025,,2828.4,4959675,-106575
FUTSTK,LT,30-Jan-2025,,3680.65,14967900,-65550
FUTSTK,AXISBANK,30-Jan-2025,,1089.4,75605000,-1381250
FUTSTK,APOLLOTYRE,30-Jan-2025,,512.45,13807400,385900
FUTSTK,AMBUJACEM,30-Jan-2025,,551.05,36911700,205200
FUTSTK,MRF,30-Jan-2025,,127026.3,62650,2445
FUTSTK,IOC,30-Jan-2025,,138.97,131225250,53625
FUTSTK,BERGEPAINT,30-Jan-2025,,459.3,8888880,-178200
FUTSTK,MUTHOOTFIN,30-Jan-2025,,2251.9,3333550,-149050
FUTSTK,BALKRISIND,30-Jan-2025,,2826.3,1824900,42300
FUTSTK,ULTRACEMCO,30-Jan-2025,,11817.6,2461650,-14050
FUTSTK,RBLBANK,30-Jan-2025,,159.44,65197500,-1730000
FUTSTK,ABBOTINDIA,30-Jan-2025,,29656.25,79360,-740
FUTSTK,BANDHANBNK,30-Jan-2025,,158.17,97252400,2108400
FUTSTK,BOSCHLTD,30-Jan-2025,,34448.95,246850,1700
FUTSTK,SUPREMEIND,30-Jan-2025,,4622.2,630750,133500
FUTSTK,JSL,30-Jan-2025,,681.0,2393200,192200
FUTSTK,INDHOTEL,30-Jan-2025,,877.35,16682000,597000
FUTSTK,UNIONBANK,30-Jan-2025,,124.6,27386325,1128375
FUTSTK,ASTRAL,30-Jan-2025,,1625.45,4798525,173591
FUTSTK,LUPIN,30-Jan-2025,,2381.7,6969150,-39100
FUTSTK,SRF,30-Jan-2025,,2298.75,5898750,48750
FUTSTK,MAXHEALTH,30-Jan-2025,,1180.05,4427850,346500
FUTSTK,JSWSTEEL,30-Jan-2025,,918.8,30854925,619650
FUTSTK,ICICIBANK,30-Jan-2025,,1272.45,81466000,1679300
FUTSTK,HDFCAMC,30-Jan-2025,,4236.6,2973450,-26700
FUTSTK,GODREJCP,30-Jan-2025,,1122.6,12963500,373500
FUTIDX,NIFTYNXT50,30-Jan-2025,,69402.7,12400,-460
FUTSTK,BHEL,30-Jan-2025,,231.45,88979625,1837500
FUTSTK,GRASIM,30-Jan-2025,,2523.75,11274500,6750
FUTSTK,JSWENERGY,30-Jan-2025,,635.95,8492250,186750
FUTSTK,PRESTIGE,30-Jan-2025,,1660.4,2434900,5200
FUTSTK,CUMMINSIND,30-Jan-2025,,3233.3,3841350,127050
FUTIDX,BANKNIFTY,30-Jan-2025,,51259.2,2376705,116910
FUTIDX,NIFTY,30-Jan-2025,,24092.4,12608625,183975
