INSTRUMENT,SYMBOL,EXPIRY_DT,OPTION_TYP,CLOSE,OPEN_INT,CHG_IN_OI
FUTSTK,ASIANPAINT,25-Jul-2024,XX,3021.3,12255200,-159200
FUTSTK,HAL,25-Jul-2024,XX,5571.05,12532800,-187800
FUTSTK,NAUKRI,25-Jul-2024,XX,6637.8,1131300,31650
FUTSTK,ASHOKLEY,25-Jul-2024,XX,227.3,88920000,-2030000
FUTSTK,BHEL,25-Jul-2024,XX,333.2,71208375,-4381125
FUTSTK,BALRAMCHIN,25-Jul-2024,XX,445.55,9198400,-1115200
FUTSTK,IEX,25-Jul-2024,XX,177.94,69135000,-1005000
FUTSTK,ABCAPITAL,25-Jul-2024,XX,227.37,67780800,507600
FUTSTK,RELIANCE,25-Jul-2024,XX,3174.7,28873500,1291500
FUTSTK,IRCTC,25-Jul-2024,XX,1033.45,20125000,-322875
FUTSTK,NTPC,25-Jul-2024,XX,378.4,103018500,3567000
FUTSTK,COROMANDEL,25-Jul-2024,XX,1591.35,4042500,15400
FUTSTK,GRANULES,25-Jul-2024,XX,516.55,10882000,2000
FUTSTK,ADANIPORTS,25-Jul-2024,XX,1488.55,28411200,124800
FUTSTK,DEEPAKNTR,25-Jul-2024,XX,2765.05,2277000,-140700
FUTSTK,APOLLOTYRE,25-Jul-2024,XX,527.95,14924300,-187000
FUTSTK,GODREJPROP,25-Jul-2024,XX,3297.4,3259575,37125
FUTSTK,DABUR,25-Jul-2024,XX,627.6,17548750,-38750
FUTSTK,MARICO,25-Jul-2024,XX,645.75,13461600,-176400
FUTSTK,DIXON,25-Jul-2024,XX,12672.55,1882800,42500
FUTSTK,LALPATHLAB,25-Jul-2024,XX,2949.3,1128000,-17700
FUTSTK,MARUTI,25-Jul-2024,XX,12737.45,2975900,-46400
FUTSTK,NESTLEIND,25-Jul-2024,XX,2586.65,6167800,74800
FUTSTK,COALINDIA,25-Jul-2024,XX,502.35,51258900,409500
FUTSTK,HEROMOTOCO,25-Jul-2024,XX,5551.1,3883200,-58500
FUTSTK,AXISBANK,25-Jul-2024,XX,1295.65,42468750,350625
FUTSTK,VOLTAS,25-Jul-2024,XX,1514.85,8248200,-275400
FUTSTK,INDHOTEL,25-Jul-2024,XX,603.7,20897000,286000
FUTSTK,BATAINDIA,25-Jul-2024,XX,1535.8,3456375,-56250
FUTSTK,SUNTV,25-Jul-2024,XX,812.85,6619500,1180500
FUTSTK,ALKEM,25-Jul-2024,XX,5221.75,1364100,30300
FUTSTK,IDFC,25-Jul-2024,XX,116.67,103775000,-580000
FUTSTK,GLENMARK,25-Jul-2024,XX,1385.2,6148000,-1370975
FUTSTK,HINDUNILVR,25-Jul-2024,XX,2613.9,18025500,75300
FUTSTK,RBLBANK,25-Jul-2024,XX,245.1,55580000,-1860000
FUTSTK,HINDCOPPER,25-Jul-2024,XX,335.3,33978300,543250
FUTSTK,AMBUJACEM,25-Jul-2024,XX,680.2,32770800,-111600
FUTSTK,ONGC,25-Jul-2024,XX,305.3,86788625,2244550
FUTSTK,RECLTD,25-Jul-2024,XX,647.7,50204000,932000
FUTSTK,JUBLFOOD,25-Jul-2024,XX,575.45,19465000,-156250
FUTSTK,METROPOLIS,25-Jul-2024,XX,2065.2,1462000,-16400
FUTSTK,TECHM,25-Jul-2024,XX,1468.0,16870200,227400
FUTSTK,ABBOTINDIA,25-Jul-2024,XX,27450.9,154120,-980
FUTSTK,TORNTPHARM,25-Jul-2024,XX,2959.35,1202500,-28250
FUTSTK,INDUSINDBK,25-Jul-2024,XX,1435.85,28841000,-49500
FUTSTK,JKCEMENT,25-Jul-2024,XX,4353.95,659875,-3625
FUTSTK,BAJFINANCE,25-Jul-2024,XX,6977.05,9216125,168125
FUTSTK,TATASTEEL,25-Jul-2024,XX,169.55,229443500,-4218500
FUTSTK,EICHERMOT,25-Jul-2024,XX,4836.7,3119200,-34300
FUTSTK,ICICIBANK,25-Jul-2024,XX,1243.0,59653300,-763700
FUTSTK,GRASIM,25-Jul-2024,XX,2811.85,9856000,565750
FUTSTK,JSWSTEEL,25-Jul-2024,XX,926.6,17747100,374625
FUTSTK,BIOCON,25-Jul-2024,XX,356.15,48247500,250000
FUTSTK,MRF,25-Jul-2024,XX,130579.1,64705,-290
FUTSTK,BAJAJFINSV,25-Jul-2024,XX,1590.4,12594000,5500
FUTSTK,NAVINFLUOR,25-Jul-2024,XX,3656.9,1469650,-39550
FUTSTK,ACC,25-Jul-2024,XX,2669.55,4763700,87600
FUTIDX,NIFTY,25-Jul-2024,,24382.65,13634150,-433850
FUTSTK,GMRINFRA,25-Jul-2024,XX,99.13,216978750,-1237500
FUTSTK,CUMMINSIND,25-Jul-2024,XX,3983.6,4149000,28800
