INSTRUMENT,SYMBOL,EXPIRY_DT,OPTION_TYP,CLOSE,OPEN_INT,CHG_IN_OI
FUTSTK,SBIN,30-Jan-2025,,805.7,113912250,1758750
FUTSTK,EICHERMOT,30-Jan-2025,,5332.3,4411400,737975
FUTSTK,SAIL,30-Jan-2025,,114.53,140912000,1056000
FUTSTK,BHARATFORG,30-Jan-2025,,1325.15,11499500,173500
FUTSTK,MARICO,30-Jan-2025,,657.35,18692400,114000
FUTSTK,SIEMENS,30-Jan-2025,,6732.2,2042925,-33150
FUTSTK,BRITANNIA,30-Jan-2025,,4805.5,2658500,106500
FUTSTK,PERSISTENT,30-Jan-2025,,6499.15,1686300,-51000
FUTSTK,IDFCFIRSTB,30-Jan-2025,,65.01,432667500,-5452500
FUTSTK,TATACHEM,30-Jan-2025,,1038.9,7805600,338800
FUTSTK,CUB,30-Jan-2025,,176.77,28725000,-570000
FUTSTK,ZYDUSLIFE,30-Jan-2025,,997.6,11423700,-66600
FUTSTK,POONAWALLA,30-Jan-2025,,320.6,11666700,178350
FUTSTK,ABB,30-Jan-2025,,6938.8,1748625,-4750
FUTIDX,FINNIFTY,30-Jan-2025,,24110.2,45625,45625
FUTSTK,COROMANDEL,30-Jan-2025,,1968.6,3729250,-8400
FUTSTK,OBEROIRLTY,30-Jan-2025,,2296.6,5440050,-231000
FUTSTK,RAMCOCEM,30-Jan-2025,,989.55,6148050,-93500
FUTSTK,ZOMATO,30-Jan-2025,,285.05,113616000,-1360000
FUTSTK,HDFCLIFE,30-Jan-2025,,624.25,27056700,543400
FUTSTK,MANAPPURAM,30-Jan-2025,,192.07,71373000,-1005000
FUTSTK,LTTS,30-Jan-2025,,4818.85,671700,2500
FUTSTK,NHPC,30-Jan-2025,,82.92,39385600,-832000
FUTSTK,KOTAKBANK,30-Jan-2025,,1844.45,38103200,-118800
FUTSTK,HEROMOTOCO,30-Jan-2025,,4328.1,7089600,-69750
FUTSTK,POLICYBZR,30-Jan-2025,,2218.05,2787200,308100
FUTSTK,CIPLA,30-Jan-2025,,1544.05,12781275,131625
FUTSTK,LTIM,30-Jan-2025,,5790.3,2549850,49200
FUTSTK,CESC,30-Jan-2025,,190.5,9421425,745875
FUTSTK,MCX,30-Jan-2025,,6378.4,1388100,-23400
FUTSTK,VEDL,30-Jan-2025,,453.0,102815750,-447350
FUTSTK,DELHIVERY,30-Jan-2025,,348.65,7878150,128100
FUTSTK,GODREJPROP,30-Jan-2025,,2826.95,5141700,50850
FUTSTK,RECLTD,30-Jan-2025,,522.1,48598000,1898000
FUTSTK,ANGELONE,30-Jan-2025,,2967.7,2060400,153200
FUTSTK,HUDCO,30-Jan-2025,,243.85,14765825,739625
FUTSTK,MPHASIS,30-Jan-2025,,2907.75,3155900,-84700
FUTSTK,SHRIRAMFIN,30-Jan-2025,,3071.05,6638400,162600
FUTSTK,ADANIGREEN,30-Jan-2025,,1051.85,8569500,79125
FUTSTK,SHREECEM,30-Jan-2025,,26748.8,360150,-8025
FUTSTK,NYKAA,30-Jan-2025,,165.95,23726850,-436600
FUTSTK,LODHA,30-Jan-2025,,1383.6,3096900,76950
FUTSTK,RELIANCE,30-Jan-2025,,1248.6,180673500,42000
FUTSTK,PIIND,30-Jan-2025,,3746.15,1701625,15625
FUTSTK,LAURUSLABS,30-Jan-2025,,617.0,21999700,108800
FUTSTK,UNITDSPR,30-Jan-2025,,1698.25,10860850,40250
FUTSTK,TITAN,30-Jan-2025,,3413.0,8040725,318850
FUTSTK,SONACOMS,30-Jan-2025,,599.5,3999775,437875
FUTSTK,ADANIPORTS,30-Jan-2025,,1234.4,28269200,787200
FUTSTK,NAUKRI,30-Jan-2025,,8939.1,1284825,110100
FUTSTK,TCS,30-Jan-2025,,4149.8,10390975,-103250
FUTSTK,CYIENT,30-Jan-2025,,1809.15,957000,47100
FUTSTK,HCLTECH,30-Jan-2025,,1964.1,12666500,685300
FUTSTK,TECHM,30-Jan-2025,,1736.0,10867800,65400
FUTSTK,INDIGO,30-Jan-2025,,4568.3,7515300,312450
FUTSTK,CONCOR,30-Jan-2025,,793.25,16904000,-5000
FUTSTK,DABUR,30-Jan-2025,,516.6,19883750,-205000
FUTSTK,TATAMOTORS,30-Jan-2025,,769.05,101848450,-924550
FUTSTK,MOTHERSON,30-Jan-2025,,160.99,118669400,49700
FUTSTK,INFY,30-Jan-2025,,1965.15,42156800,1733600
FUTSTK,INDIAMART,30-Jan-2025,,2317.15,1106700,-38400
FUTSTK,LTF,30-Jan-2025,,140.15,83662500,-356960
FUTSTK,IOC,30-Jan-2025,,138.89,131171625,1082250
FUTSTK,BOSCHLTD,30-Jan-2025,,34679.65,245150,2825
FUTSTK,CDSL,30-Jan-2025,,1816.8,4847150,93800
FUTSTK,SYNGENE,30-Jan-2025,,877.45,5463000,25000
FUTSTK,ATUL,30-Jan-2025,,7014.55,646300,1800
FUTSTK,SUNTV,30-Jan-2025,,692.9,4314000,-51000
FUTSTK,LICI,30-Jan-2025,,907.35,4742025,-162725
FUTSTK,VBL,30-Jan-2025,,652.75,8638875,472500
FUTSTK,MUTHOOTFIN,30-Jan-2025,,2264.6,3482600,-180675
FUTSTK,AXISBANK,30-Jan-2025,,1090.85,76986250,-1591875
FUTSTK,ITC,30-Jan-2025,,488.65,56716800,-12452800
FUTSTK,ONGC,30-Jan-2025,,247.11,103844125,194425
